SMILES,Density
COC1=C(C=C(CN2C=CN=N2)C=C1N(=O)=O)N(=O)=O,1.496
[H][C@@]12CC[C@@](C)(O)[C@@H](N(=O)=O)[C@]1([H])C1=CC(Cl)=CC=C1OC2=O,1.531
O=C1N(CC2=C(C=CC=C12)N(=O)=O)C1=CC=CC=C1,1.542
CC(C)OC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,1.537
OC(=O)C1=CC=CC(=C1)N(=O)=O,1.494
FCCNC(=O)C1=CC=C(C=C1)N(=O)=O,1.529
O=N(=O)C1=CC=C(C=C1)[N+]#[C-],1.543
CN(C1=CC=C(Cl)C=C1)N(=O)=O,1.493
ClCC(CCl)ON(=O)=O,1.494
O=N(=O)C1=CC=CC=C1N\N=C(/C#N)C#N,1.492
CC(CON(=O)=O)(N(=O)=O)N(=O)=O,1.491
O=N(=O)C1=CNCCN=C1,1.492
O=N(=O)C1=CC=C(C=C1)C1=CC(=NO1)C1=CC=CC=C1,1.515
ClC(Cl)(Cl)C1C2CC(C=C2)C1N(=O)=O,1.492
CN1N=NC(=N1)C1=CC=C(C=C1)N(=O)=O,1.52
NC(=O)NN=CC1=CC=C(O1)C1=CC=CC=C1N(=O)=O,1.526
COC(=O)C(\C#N)=C(/O)C1=CC=C(C=C1)N(=O)=O,1.49
CCOC(=O)C(\Cl)=C\C1=CC=C(C=C1)N(=O)=O,1.49
CC1=C(N(=O)=O)[C@@](C)(N(=O)=O)[C@@](C)(O)C(=O)[C@@]1(C)N(=O)=O,1.49
CC1=C(C=C(C=C1)N(=O)=O)C(O)=O,1.49
CC1=C(C)[C@@](C)(N(=O)=O)[C@@](C)(N(=O)=O)[C@](C)(C1=O)N(=O)=O,1.49
[H][C@](CO)(NC(=O)C(Cl)Cl)[C@]([H])(O)C1=CC=C(C=C1)N(=O)=O,1.49
ClC1=CC=C(C=C1)C1=C(N=NN1C1=CC=CC=C1)N(=O)=O,1.49
CC1=CC=C(C=C1N(=O)=O)C(O)=O,1.49
O=N(=O)OCCON(=O)=O,1.49
O=N(=O)C1=CC=C(O\N=C2/CCCCC2)C(=C1)N(=O)=O,1.537
O=C(OC(=O)C1=CC=CC(=C1)N(=O)=O)C1=CC=CC(=C1)N(=O)=O,1.489
O=C(NC1=C(C=CC=C1)N(=O)=O)C1=CC2=CC=CC=C2C=C1,1.473
FC1=CC=C(C=C1)C1=C(C=C(F)C=C1)N(=O)=O,1.489
CC1=CN(N=C1C1=C(O)C=CC=C1)C1=CC=C(C=C1N(=O)=O)N(=O)=O,1.489
O=C1[C@@H]([N@@]2CN1C1=C(C=CC=C1)C(=O)CC2)C1=CC=C(C=C1)N(=O)=O,1.536
CC1=C[C@@](C)(N(=O)=O)[C@@](C)(N(=O)=O)[C@@](C)(C1=O)N(=O)=O,1.488
O=N(=O)C1=C(C=CC=C1)[C@H]1O[C@H]1C1=C(C=CC=C1)N(=O)=O,1.488
O=N(=O)C1=CC=C(C=C1)C1=NOC(=C1)C1=CC=CC=C1,1.511
O=N(=O)O[C@]12[C@H]3CC[C@H](C3)[C@]1([C@H]1CC[C@@H]2C1)N(=O)=O,1.487
COC(=O)NC1=CC=C(OC)C=C1N(=O)=O,1.487
O=N(=O)N(=O)=O,1.492
CN1C=NC(=C1N1C=C(N=N1)C1CC1)N(=O)=O,1.529
OC(NC1=NC=CC=N1)C1=C(C=CC=C1)N(=O)=O,1.486
COC(=O)\C=C(\C(=O)OC)C(=O)C1=CC(=CC=C1)N(=O)=O,1.486
FC(F)(F)C(=O)C(=N\NC1=CC=C(C=C1)N(=O)=O)\C1=CC=CC=C1,1.533
O=C1C2=CC=CC=C2C\C1=C/C1=C(C=CC=C1)N(=O)=O,1.485
CC1(CC(C2=C(Cl)C=CC=C2Cl)N(=O)=O)C(=O)CCC1=O,1.508
CN1C=CC=C1C(=O)[C@@]1(Cl)O[C@@H]1C1=CC=C(C=C1)N(=O)=O,1.52
O=C(N\N=C\C1=CC=C(C=C1)N(=O)=O)C1=CC=NC=C1,1.527
O=C(N\N=C\C1=CC(=CC=C1)N(=O)=O)C1=CC=NC=C1,1.527
COC(=O)C1=CC(=C(NNC(=O)C2=CC=CC=C2F)C=C1)N(=O)=O,1.527
OC(=O)C1=CC(=CC=C1C1=C(C=CC=C1)N(=O)=O)N(=O)=O,1.484
CC1=CC(=CC(C)=C1C)C(N(=O)=O)(N(=O)=O)N(=O)=O,1.484
CC1(C)OC(=O)\C(=C/C2=CC=C(C=C2)N(=O)=O)C(=O)O1,1.484
O=N(=O)C1=CC2=C(C=C1)N=C(C=N2)C1=CC=CC=C1,1.507
CN1C=NC(C2=CON=C2C2=CC=CC=C2)=C1N(=O)=O,1.483
COC1=CC=CC=C1C1C2=C(OC(N)=C1N(=O)=O)C=C(C)OC2=O,1.481
O=CC1=CC(=CC=C1)N(=O)=O,1.487
CC1=C2C(CCC2=C(C=O)C(O)=C1O)C1=CC=C(C=C1)N(=O)=O,1.529
O=N(=O)C1=CC(=CC=C1)C1=CC=CC(=C1)N(=O)=O,1.481
OC(=O)C1=C(C=CC=C1)N=CC1=CC=C(O1)C1=CC=CC=C1N(=O)=O,1.516
FCC1CN=C(O1)C1=CC=C(C=C1)N(=O)=O,1.528
O=N(=O)C1=CC=CC=C(C1)N(=O)=O,1.48
O=N(=O)C1=CC(=C(C=C1)N1CCOCC1)N(=O)=O,1.48
COC(=O)\C=C\C1=CC=C(O)C(=C1)N(=O)=O,1.48
CNC1=CC=C(C=C1C(=O)C1=CC=CC=C1F)N(=O)=O,1.48
CN(N=O)C(=O)C1=CC=C(C=C1)N(=O)=O,1.48
CN(CN(C)N(=O)=O)N(=O)=O,1.48
CCOC(=O)C(\N=N\C1=C(O)C=C(C(Cl)=C1)N(=O)=O)=C(/C)N,1.48
CC1=C(C)[C@@](C)(N(=O)=O)[C@@](C)(C(=O)[C@@]1(C)N(=O)=O)N(=O)=O,1.48
CC1=C(C(C)=C(C(C)=C1N(=O)=O)N(=O)=O)N(=O)=O,1.48
CC1(C)CC(=O)\C(=N/NC2=CC=C(C=C2)N(=O)=O)C(=O)C1,1.48
[H]\C(C1=CC=CC=C1)=C(\Cl)N(=O)=O,1.48
COC(=O)C(Cl)(CO)N(=O)=O,1.48
CONC(=O)NC1=CC=C(C=C1)N(=O)=O,1.479
O=N(=O)C1=CC(=C(N2CCCC2)C2=CC=CC=C12)N(=O)=O,1.479
O=N(=O)CC1(CN(=O)=O)C2C3C4C5CC(C24)C1C35,1.514
O=C(NC1=C2N=CC=CC2=CC=C1)C1=CC=C(C=C1)N(=O)=O,1.478
CC1=CC=C(C(O)=O)C(=C1)N(=O)=O,1.478
COC(=O)C12C3C4C1C1C2C3C41COC(=O)C1=CC(=CC=C1)N(=O)=O,1.517
ClC1=CC=C2C3=C(CC3(C3=CC=CC=C3)N(=O)=O)C(=O)C(=O)C2=C1,1.411
COC1=C(C=CC(=C1)N(=O)=O)N(=O)=O,1.478
CN(C)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.478
CCN(CC)C1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,1.478
CC(=O)OCC(N(=O)=O)(N(=O)=O)N(=O)=O,1.477
O=N(=O)C1=CC=C(N2CCCCC2)C2=NON=C12,1.476
O=C(NC1=C(C(=O)C2=C(C=CC=C2)C1=O)N(=O)=O)C1=CC=CC=C1,1.475
ClC1=CC(=C(C=C1)C1=NC2=C(N1)C=CC=C2)N(=O)=O,1.475
FC1=CC=C(C=C1)C(=C(/N(=O)=O)N(=O)=O)\C1=CC=C(F)C=C1,1.475
O=C(CN1C=CN=C1N(=O)=O)NCC12C3C4C5C3C1C5C24,1.5
OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)N(=O)=O,1.517
O=N(=O)C1=CC=C(C=C1)C1=C(C=CC=C1)N(=O)=O,1.474
NC1=C(C=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1,1.474
CNC1=C(C)N(N=C1C(=O)OC)C1=CC=C(C=C1)N(=O)=O,1.509
ClC1=CC=C(C=C1)C1=NC2=CC=CC=C2C=C1N(=O)=O,1.473
O=N(=O)C1=CC=C(NN=C2C3CC4C5CC3C(C5)C24)C(=C1)N(=O)=O,1.473
CC1=CC(C)=C(CC(N(=O)=O)(N(=O)=O)N(=O)=O)C(C)=C1,1.473
FC1=CC=C(C=C1N(=O)=O)N(=O)=O,1.458
CN1C=CC(=N1)N(=O)=O,1.472
O=C1OC2=CC=CC=C2C(CC2=CC=C3C=CC=CC3=N2)=C1N(=O)=O,1.507
CC1=C(N=NN1C1=CC=C(C=C1)N(=O)=O)C(O)=O,1.471
ClC1=CC=C(NCC#C)C(=C1)N(=O)=O,1.471
OC(COCC(F)(F)N(=O)=O)COCC(F)(F)N(=O)=O,1.471
OC(CON(=O)=O)CON(=O)=O,1.472
CN(C)C1=CC=C(C=C1\C=C1/C(=O)N(C)C(=O)N(C)C1=O)N(=O)=O,1.513
CC1=NC=C(N1CCC#N)N(=O)=O,1.518
OC(=O)[C@@H]1C[C@@H]1C1=CC(=CC=C1)N(=O)=O,1.47
ClC1(OC1C1=CC=CC(=C1)N(=O)=O)C(=O)C1=CC=CC=C1,1.47
FC(CCC#N)(N(=O)=O)N(=O)=O,1.47
COC(=O)C1=CC2=C(C=CC=C2N=C1)N(=O)=O,1.47
C[C@]1(OC(=O)C=C1)[C@@H](CN(=O)=O)C1=CC=C(Cl)C=C1,1.493
O=C1CCC2=C1C=C1CCCC1=C2N(=O)=O,1.495
CC1=NC(=NO1)C1=CC=C(C=C1)N(=O)=O,1.469
FC1=CC(=C(F)C=C1)N(=O)=O,1.469
O=N(=O)C1=CC=CC2=C1C1=CC=CC=C1N=N2,1.467
COC(=O)C12C3C4C1C1C2C3C41COC(=O)C1=C(C=CC=C1)N(=O)=O,1.506
FC(F)N(=O)=O,1.466
O=C(N\N=C\C1=C(C=CC=C1)N(=O)=O)C1=CC=NC=C1,1.508
COC1=C(NC2=C(C=C(C=C2)N(=O)=O)N(=O)=O)C=CC=C1,1.467
CC1(C)OC2=CC=C(C=C2O1)N(=O)=O,1.512
[H][C@@](CC1=CC=CC=C1)(NC(=O)C1=CC=C(C=C1)N(=O)=O)C(O)=O,1.512
O=C1NC(NC2=CC=CC=C12)C1=CC=CC(=C1)N(=O)=O,1.463
O=N(=O)C1=CC=C(O1)C1=C(NC2=CC=CC=C2)C=NC=N1,1.464
CC1=NC=C(N1CCOC1=C(C#N)C(=CC=C1)C#N)N(=O)=O,1.464
CC(C)NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.467
O=N(=O)C1=CC=C(\C=N\NC2=NC=CC=C2)C=C1,1.503
C\C(C1=CC=C(C=C1)N(=O)=O)=N/N=C(\C)C1=CC=C(C=C1)N(=O)=O,1.503
OC1(C(=O)C2=C(C=CC=C2)C1=O)C(=C\C1=COC=C1)\N(=O)=O,1.463
ClC1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1,1.475
FC1=CC=C(C=C1)\N=C\C1=CC(=CC=C1)N(=O)=O,1.492
CC1=CC=C(C=C1)C1=NN2C(=C1)C1=C(OCC2=C)C=CC(=C1)N(=O)=O,1.509
OC1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1,1.461
CC1=NN2C(C=CC3=CC=CC=C23)=C1N(=O)=O,1.462
CC(CON(=O)=O)(CON(=O)=O)CON(=O)=O,1.461
O=N(=O)C(=C(\C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O)\N(=O)=O,1.461
C[C@H]1[C@@H](CN(=O)=O)[C@@H](CO)OC1=O,1.462
ClN(=O)=O,1.471
OC1=CC=CC=C1\C=N\C1=CC=C(C=C1)N(=O)=O,1.46
O=C(C1=CC=C(C=C1)N(=O)=O)C1=CC=C(C=C1)N(=O)=O,1.46
COC1=CC=C(C=C1)\C=C\C1=CC=C(C=C1N(=O)=O)N(=O)=O,1.46
CC1=C(C)[C@](C)(N(=O)=O)[C@@](C)(N(=O)=O)[C@](C)(C1=O)N(=O)=O,1.46
CC1=C(C)[C@](C)(N(=O)=O)[C@@](C)(C(=O)[C@@]1(C)N(=O)=O)N(=O)=O,1.46
CC1=C(C(=CC=C1)N(=O)=O)N(=O)=O,1.46
COC(=O)\C=C\N(=O)=O,1.46
CCOC(=O)C(F)(C(=O)OCC)C1=CC=CC=C1N(=O)=O,1.502
ClC1=CC=C(C=C1)[C@@H]1NC2=CC=CC=C2NC[C@H]1N(=O)=O,1.507
CCOC(=O)C(C(=O)OCC)C1=CC=NC(N)=C1N(=O)=O,1.507
COC1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1,1.501
O=N(=O)C1=CC=CC(=C1)C1=CN=C(N=C1)N1CCOCC1,1.458
O=C(OC1CC=CC=CC1)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,1.458
CC1=CC(=C(C)C(C)=C1C)C(N(=O)=O)(N(=O)=O)N(=O)=O,1.457
CC(Cl)(CN(=O)=O)N(=O)=O,1.458
CCOC(=O)C1=NOC(CON(=O)=O)=C1,1.456
O=N(=O)C1=CC(=C(NCC2=CC=CC=C2)C=C1)N(=O)=O,1.46
CN1C(C)=NC=C1N(=O)=O,1.456
ClC1=C(Cl)C=C(C=C1)N(=O)=O,1.444
CC1=NC=C(N1C[C@@H](O)CCl)N(=O)=O,1.455
O=C(N1CCNCC1)C1=CC=C(C=C1)N(=O)=O,1.496
COC(=O)C1=C(C=CC(Cl)=C1)N(=O)=O,1.455
O=N(=O)C1=CC=CC(CC#N)=C1,1.495
O=N(=O)C1=CC(=C(C=C1)N=NC1(CCCCC1)N(=O)=O)N(=O)=O,1.453
CCCCCOC(=O)C1=CC=C(C=C1)N(=O)=O,1.453
CC1(CC(C2=C(C=CC=C2)N(=O)=O)N(=O)=O)C(=O)CCCC1=O,1.476
CC1=C(C(O)C2=CC=C(C=C2)N(=O)=O)C(=O)N2C1=CC1=CC=CC=C21,1.483
ClC1(COC(=O)C2=CC=C(C=C2)N(=O)=O)N=C1C1=CC=CC=C1,1.485
NC1=C(C#N)C(C2=CC=CC(=C2)N(=O)=O)C2=C(CCCC2=O)O1,1.458
O=C(C1=CC=NC=C1)C1=CC=C(C=C1)N(=O)=O,1.386
CCNC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.455
CC(=NN=C(C)C1=CC=C(C=C1)N(=O)=O)C1=CC=C(C=C1)N(=O)=O,1.489
FC1=C(C=CC=C1)\N=C\C1=CC=C(C=C1)N(=O)=O,1.494
ClC1=CC=CC=C1\C=C\N(=O)=O,1.451
CN1C(=O)\C(=C\C2=CC=C(C=C2)N(=O)=O)C2=C1C=CC=C2,1.475
CCN(CC)C(=O)C(\C#N)=C\C1=CC(=C(O)C(O)=C1)N(=O)=O,1.48
O=N(=O)C1=CC=C(C=C1)\N=N\C1=CC=C2C=CC=CC=C12,1.483
[H][C@]12CN(C)C[C@]1(C1=NON=C1C(OC)=C2)N(=O)=O,1.493
O=N(=O)O[C@H]1[C@@H](C2=C(C=CC=C2)C2=C1C=CC=C2)N(=O)=O,1.45
O=N(=O)C1=CC=C(O1)C=N(=O)C1=CC=CC=C1,1.45
O=N(=O)C1(CC2CCC1C2)N(=O)=O,1.45
CCOC(=O)C(=C\C1=CC=C(C=C1)N(=O)=O)\N(=O)=O,1.45
CC1=NC(CCl)=C(O1)C1=CC=C(C=C1)N(=O)=O,1.45
CCCCNC1=C(C=NC2=NC(=NN12)C1=CC=CO1)N(=O)=O,1.45
ClC1=CC=CC(=C1)C(=O)\C=C\C1=CC=C(C=C1)N(=O)=O,1.45
O=N(=O)C1=CC=CC=C1C1=C(C=CC=C1)N(=O)=O,1.455
O=N(=O)C1=CC=CC=C1C1C(C#N)(C#N)C1(C#N)C#N,1.449
NC1=CC=C(C=C1)N(=O)=O,1.46
O=N(=O)C1=CC=C(C=C1)N1CCOCC1,1.496
O=N(=O)C1=CC(CC#N)=CC(CC#N)=C1,1.448
CC1=CC=C(C=C1)C1=NNC2=CC(=CC=C12)N(=O)=O,1.448
O=N(=O)C1=CC=C(C=C1)C1=NC2=CC=CC=C2N=C1,1.447
O=C(COC1=C(C=CC=C1)N(=O)=O)NC1=CC=CC=C1,1.49
CC(=O)N1CCC2=CC(=CC(=C12)N(=O)=O)C1=CC=C(Cl)C=C1,1.446
Cl\C(Cl)=C(\N=N\C1=CC=CC=C1)C1=CC=CC=C1N(=O)=O,1.447
CN(CCN(C)N(=O)=O)N(=O)=O,1.447
FC(CCCC#N)C(=O)C(=O)C1=CC=CC=C1N(=O)=O,1.47
CC1=C2OC(C)(C)CCC2=C(C(O)=C1N(=O)=O)N(=O)=O,1.476
FC(F)(F)OC1=CC=C(C=C1)N(=O)=O,1.446
CC(C)CNC1=C(C=C(C=C1N(=O)=O)N(=O)=O)N(=O)=O,1.447
CN1C(=O)CCC2=C1C(=CC(=C2)N(=O)=O)N1CCOCC1,1.481
CCOC(=O)C1=C(OC=C1)C1=CC=C(C=C1)N(=O)=O,1.445
O=N(=O)C1=CC=C(N2CCCCCC2)C2=NON=C12,1.445
O=N(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)N(=O)=O,1.45
Cl[C@@H]1CCO[C@@H](C1)C1=CC=C(C=C1)N(=O)=O,1.488
ClC1=CC(Cl)=C(C=C1)N(=O)=O,1.431
O=N(=O)C1=CC=C(N\N=C(/C#N)C#N)C=C1,1.443
CN1C2=C(C=CC=C2)C2=C1N1N=C(C)C(=C1C=C2)N(=O)=O,1.443
CN(C)C(=O)C1=C(C=CC(Cl)=C1)N(=O)=O,1.444
O=N(=O)C1=C(CC#N)C=CC=C1,1.484
NC1=CC2=C(C=C1)C=C(C=C2)N(=O)=O,1.442
OC1=CC=C(OC(=O)C2=CC=C(C=C2)N(=O)=O)C=C1,1.477
CCOC(=O)C(C(=O)OCC)C1=C(C=NC(N)=C1)N(=O)=O,1.489
CC1=CC=CC(=C1C#N)N(=O)=O,1.441
CC(=O)[C@H](CCl)[C@@H](O)C1=CC=C(C=C1)N(=O)=O,1.441
O=C1NCCNC2=C(OC3=C1C=CC=C3)C=C(C=C2)N(=O)=O,1.488
O=N(=O)C1=C(C=CC=C1)C1=CC=CC=C1,1.44
O=C(NC1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,1.44
ClC(=NNC1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,1.44
CC1=NC(=C(C)N1)N(=O)=O,1.44
CC1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)N(=O)=O,1.44
CC(=O)C1=C(C)OC(=C1)[C@@H]1OC[C@H](O)[C@@H]([C@H]1O)N(=O)=O,1.44
CC(=NNC1=CC=C(C=C1N(=O)=O)N(=O)=O)C1=CC=C(C=C1)C1CC1,1.44
ClC1=CC=C(Cl)C(=C1)N(=O)=O,1.427
CCOC(=O)C1=C(C)NC(=O)NC1C1=CC(=CC=C1)N(=O)=O,1.44
[H][C@]12C[C@@]1([H])\C(=N/NC1=CC=C(C=C1N(=O)=O)N(=O)=O)[C@@]1([H])CC[C@@]1([H])C2,1.463
CCOC(=O)C1=CN(N=N1)C1=C(N=CN1C)N(=O)=O,1.487
CC1=CC(F)=C(C=C1)N(=O)=O,1.438
OC1=C2C=CN=CC2=C(C(=C1)C1=CC=CC=C1)N(=O)=O,1.438
O=N(=O)C1=CN=C(NC2=C3N=CC=CC3=CC=C2)C=C1,1.439
O=N(=O)C1=C2N(CCC3=C2C=CC=C3)C2=C1C=CC=C2,1.486
CC1=CC=C(C=C1)C1=CC2=C(C=CC=C2N(=O)=O)C(=O)O1,1.437
CC(CCl)(N(=O)=O)N(=O)=O,1.438
O=N(=O)C1=CC=C(OC2=CC=C(C=C2)C#N)C=C1,1.436
CC1(C)C(O)OC(=O)C2=C1C=CC(=C2)N(=O)=O,1.437
C=CCOC(=O)\C=C\C1=CC(=CC(=C1)N(=O)=O)N(=O)=O,1.437
OC1=C(C(=O)C2=C(C=CC=C2)N(=O)=O)C(=O)CCC1,1.436
O=N(=O)C1=CC(CC2=CC=CC(=C2)N(=O)=O)=CC=C1,1.436
COC1=CC(=CC=C1)\C=C(/C#N)C1=CC=C(C=C1)N(=O)=O,1.483
[H][C@@]12CO[C@@](CC(O)=O)(CN(=O)=O)[C@]1([H])OC(C)(C)O2,1.483
CC1=NN(C(=O)C\1=N/NC1=C(O)C=CC(=C1)N(=O)=O)C1=CC=CC=C1,1.435
COC(=O)C1=C(C)NC(=O)C(C1C1=CC=C(C=C1)N(=O)=O)C(N)=O,1.435
COC(=O)C1=CC(=CNC1C1=CC(C)=C(O)C(C)=C1)N(=O)=O,1.477
ClC1=C(C=CC=C1)[C@@H](CN(=O)=O)[C@]1(CCCCC1=O)N(=O)=O,1.434
OCC(CO)(CO)N(=O)=O,1.434
O=N(=O)C1=CC=C(C=C1)\C=N\CC\N=C\C1=CC=C(C=C1)N(=O)=O,1.435
[H][C@@]12CC[C@@H](C)N1C=N[C@]2(C(=O)OC)C1=CC=C(C=C1)N(=O)=O,1.439
CC(=O)O[C@H]1[C@H](OC=CC1=O)C1=CC=C(C=C1)N(=O)=O,1.433
CC(=O)C1=CC=CC(=C1)N(=O)=O,1.433
CC(=O)C1=CC(=CC=C1)N1N=C2C=CC=CC2=C1N(=O)=O,1.434
CN1C(=CN=C1C1=CC=C(N)C=C1)N(=O)=O,1.432
CCOC(=O)[C@H]1NC=C([C@@H]1C1=CC=CC=C1)C1=C(C(C)=NO1)N(=O)=O,1.433
CO\N=C1/O[C@@H]([C@@H](Cl)C2=C1C=C(C=C2)N(=O)=O)C1=CC=CC=C1,1.48
[H][C@@]12[C@H](N(=O)=O)[C@]1([H])C(=O)N(CC1=CC=CC=C1)C2=O,1.432
FC(F)(F)C1=CC(=CC=C1)N(=O)=O,1.434
COC1=C(C=CC=C1)C1=CC(O)=C2C=CC=NC2=C1N(=O)=O,1.431
O=N(=O)C1=C(ON=C1C1=CC=CC=C1)C1=CC=CC=C1,1.432
CC1(CC(C2=CC=C(C=C2)N(=O)=O)N(=O)=O)C(=O)CCCC1=O,1.455
CC(=O)C(=C)OC(=O)C1=CC=C(C=C1)N(=O)=O,1.431
CC(F)(N(=O)=O)N(=O)=O,1.431
CCOC(=O)C#CC1=CC=CC=C1N(=O)=O,1.43
CC1=C(C)[C@@](C)(N(=O)=O)[C@@](C)(C(=O)[C@]1(C)N(=O)=O)N(=O)=O,1.43
CC1(C)C(=O)[C@@](C)(C(C#N)=C(C#N)[C@@]1(C)N(=O)=O)N(=O)=O,1.43
CC\C=N\NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.43
CC(=O)OCC(=O)C1=CC=C(C=C1)N(=O)=O,1.43
C\C=C\C=NNC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.43
[H][C@@]12CO\C(=C/C3=CC=CC=C3N(=O)=O)[C@]1(O)[C@@]1([H])OC(C)(C)O[C@@]1([H])O2,1.43
CC(=O)C(\CCl)=C\C1=CC=C(C=C1)N(=O)=O,1.43
O=N(=O)O[C@@H]1[C@@H](ON(=O)=O)C(=C1C1=CC=CC=C1)C1=CC=CC=C1,1.43
CCOC(=O)C1=C(O)C=CC(=C1)N(=O)=O,1.43
O=N(=O)C1=C(C=CC=C1)C#C,1.459
FC1=C(NCCC2=CC=CC=C2C=O)C=CC(=C1)N(=O)=O,1.462
COC1=C(OC)C=C(C(CC(O)C(C)=O)=C1)N(=O)=O,1.477
O=N(=O)\C=C\C1=CNC2=CC=CC=C12,1.428
CN1C2=C(C=CC=C2)C(=O)\C1=C/C=C/C1=CC=C(C=C1)N(=O)=O,1.471
CCC1(CC(C2=C(Cl)C=CC=C2)N(=O)=O)C(=O)CCCC1=O,1.451
O=N(=O)C1=CC=C(CC#N)C=C1,1.469
O=N(=O)C1=CC=C(C=C1)C1=CN=NN1CC1=CC=CC=C1,1.469
CC1=C[C@@](C)(O)C(=O)[C@](C)(N(=O)=O)[C@]1(C)N(=O)=O,1.427
N\C(C1=CC=CC=C1)=C/N(=O)=O,1.426
[H][C@]12[C@@H]([C@@H](C3=CC=CC=C3)[C@](C)(C=C1C)C(=O)[C@]2(O)CCl)N(=O)=O,1.462
CCOC(=O)[C@@]1(CCCC1=O)[C@@H](CN(=O)=O)C1=CC=C(Cl)C=C1,1.466
