SMILES,Density
O=N(=O)OC\C=C\CON(=O)=O,1.367
O=C1N(CC2=CC=CC=C2N(=O)=O)C(C2=C1C=CC=C2)C1=CC=CC=C1,1.365
CC(=O)C(C)(C(CN(=O)=O)C1=C(Cl)C=CC=C1)C(C)=O,1.389
O=C(COC(=O)C1=CC=C(C=C1)N(=O)=O)C12CC3CC(CC(C3)C1)C2,1.365
NC1=C(NCC2=CC=CC=C2)C=C(C=C1)N(=O)=O,1.365
CC1=CN=C(CC2=CNC3=CC=CC(=C23)N(=O)=O)C(C)=N1,1.365
CCOC(=O)\C=C1OC2=C(C=CC=C2)C=C/1C1=CC=C(C=C1)N(=O)=O,1.365
CN1C(=O)[C@]2(C[C@H](C=C2)C2=CC=C(C=C2)N(=O)=O)C2=CC=CC=C12,1.4
CCOC(=O)C1(C2CC3=C(C=CC=C3)C12)N(=O)=O,1.363
COC1=CC=C(C=C1)N(C)N(=O)=O,1.363
O=N(=O)N1CCOCC1,1.364
CC1C=CCC(C1N(=O)=O)C(Cl)(Cl)Cl,1.364
CC1C=CCC(C1C(Cl)(Cl)Cl)N(=O)=O,1.364
C[C@@H]1[C@@H](C=C)[C@@H](OC(=O)C2=CC=C(C=C2)N(=O)=O)C=CC1=O,1.362
O=C1NCCCC\C1=N\OCC1=CC=C(C=C1)N(=O)=O,1.363
O=N(=O)C1=CC=C(C=C1)C1CC(=NC2=C(N1)C=CC=C2)C1=CC=CC=C1,1.363
CCN(CC)C1=C(C=CC(=C1)N(=O)=O)N(=O)=O,1.364
[H][C@](NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O)([C@H](C)CC)C(=O)OC,1.362
CC1=CC=C(C=C1)C1=CC2=CC=CC=C2\C(O1)=C\N(=O)=O,1.361
CC(=O)ON(C(=O)C1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,1.361
OC[C@H]1OC(=O)[C@H](CC2=CC=CC=C2)[C@H]1CN(=O)=O,1.362
COC(=O)C(\C1=CC=CC=C1)=N/C1=CC=C(C=C1)N(=O)=O,1.362
C\C(C1=CC=CC=C1)=N/OC1=CC=C(C=C1)N(=O)=O,1.362
CC[C@@]1([C@H](OC1=O)C1=C(C=CC=C1)N(=O)=O)C1=CC=CC=C1,1.39
CN1CCC\C1=C/N(=O)=O,1.36
CC[C@@H]([C@H](CC)N(=O)=O)C(=O)NCC1=CC=C(Cl)C(Cl)=C1,1.36
[H]\C(C1=CC=C(C=C1)N(=O)=O)=N/C1=CC=C(OC)C=C1,1.359
O=C1NCCCC\C1=N/OCC1=CC=C(C=C1)N(=O)=O,1.36
CN(C)C1=CC(N)=C(C=C1)N(=O)=O,1.36
COC1=C(C=CC=C1)C(CC1(C)C(=O)CCCC1=O)N(=O)=O,1.383
ClC1=C(C=CC=C1)C(CC1(CC=C)C(=O)CCCC1=O)N(=O)=O,1.383
O=C(CNC1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,1.359
O=N(=O)C1=CC=C(C=C1)[C@H]1NC2=C(C=CC=C2)[C@H]2OCCC[C@@H]12,1.358
O=C1CCCC2=NC3=CC=C(C=C3C(C3=CC=CC=C3)=C12)N(=O)=O,1.359
OC1=CC=C(CCN=CC2=CC=C(C=C2)N(=O)=O)C=C1,1.381
COC1=CC(CC2=NC3=CC=CC=C3N2)=C(C=C1OC)N(=O)=O,1.357
CC1CCN(C=C1N(=O)=O)C1=CC=C(F)C=C1,1.356
OC(=O)C1=CC=C(NC(=O)C2=CC=C(C=C2)N(=O)=O)C=C1,1.381
O=C1CCCC(NC2=CC=C(C=C2)N(=O)=O)=C1,1.356
CN(C)C1=CC(N2CCOCC2)=C(C=C1)N(=O)=O,1.395
CC1(C)CC(=O)C2=C(C1)OC(N)=C(C2C1=CC=C(F)C=C1)N(=O)=O,1.354
[H][C@]12O[C@@]1([H])C(=O)[C@@H](C)[C@H](C=C)[C@@H]2OC(=O)C1=CC=C(C=C1)N(=O)=O,1.354
CCOC(=O)C[C@@H]1CC2=C(C=CC=C2OC)[C@H](O)[C@H]1N(=O)=O,1.39
COC1=CC=C(C=C1)N1C=C(N=C1C)N(=O)=O,1.354
CNC1=CC=C(C=C1C(=O)N1CCC[C@H]1CO)N(=O)=O,1.354
FC(C#N)(N(=O)=O)N(=O)=O,1.355
O=N(=O)CCCN(=O)=O,1.353
COC(=O)C(=C\C1=CC=CC=C1)\N(=O)=O,1.354
CN1C=C[N+](=C1)C1=C([N-]C=C1C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,1.401
CCOC(=O)CC1=C(C(=C2NCCCN12)N(=O)=O)C1=CC=CC=C1,1.352
CN1C2=CC=CC=C2C23CCCCC12OC1=CC=C(C=C1C3)N(=O)=O,1.37
CN1C2=C(C=CC=C2)N(CC2=CC=C(C=C2)N(=O)=O)C2=C1C=CC=C2,1.352
CC(=O)OC(C)=C(C)C(CN(=O)=O)C1=CC=CC=C1Cl,1.375
CC(N(=O)=O)N(=O)=O,1.351
COC1=C(OC(C)C)C=C(C(CC(OC=O)C(C)=NO)=C1)N(=O)=O,1.34
C\C(C1=C(C=CC=C1)N(=O)=O)=N/N=C(\C)C1=C(C=CC=C1)N(=O)=O,1.351
OC1=C(C=C(C=C1)N(=O)=O)\C=N\C1CCCCC1,1.398
O=N(=O)C1=NC=CC=C1,1.402
NC1=CC=C(C=C1NCC1=NC=CC=C1)N(=O)=O,1.35
COC(=O)C(=C/C1=CC=CC=C1)\C1=CC=C(C=C1)N(=O)=O,1.35
CNC1=NC(NC)=C(C1=NC1=CC=CC=C1)N(=O)=O,1.35
CC1=NC2=CC(=CC=C2N1CC1=CC=CC=C1)N(=O)=O,1.35
CC1=NC(C)=C(O1)C1=CC=C(C=C1)N(=O)=O,1.35
CC1=C(C)C(=C(C)C(=C1C)N(=O)=O)N(=O)=O,1.35
CC(=O)C=C(C)NC1=CC=C(C=C1)N(=O)=O,1.35
C\C(CN(=O)=O)=C(\C)CN(=O)=O,1.35
[H][C@@]12CC(=O)C=C[C@]1(C)OC\C2=C\C1=CC(=CC=C1)N(=O)=O,1.35
CN(C)\C=C\C1=C(C2=C(C=CC=N2)C=C1)N(=O)=O,1.377
CC(C)C1(C)N(C)C(=O)C(C2=CC=C(C=C2)N(=O)=O)=N1=O,1.349
O=N(=O)C1CC(N(=O)=O)C2(OCCO2)C(C1)N(=O)=O,1.349
CC1(C)CC(C)(C2=CC(=CC=C12)N(=O)=O)C1=CC=C(C=C1)N(=O)=O,1.35
COC1=CC=C(C=C1)C(CN(=O)=O)C1=CNC2=C1C=CC=C2,1.348
CCOC(=O)CN1C=CC(C)=C(C1=O)N(=O)=O,1.348
C=C(C#N)C1CC=C(C(=O)C1)C1=CC=CC=C1N(=O)=O,1.371
O=N(=O)C1=CC2=CC=CC=C2N=C1C1=CC=CC=C1,1.347
CC1CC2=CC=CC=C2N1C(=O)NC1=CC=C(C=C1)N(=O)=O,1.346
CC1=CN=C(N=C1C1=CC=CC(=C1)N(=O)=O)C1=CC=CC=C1,1.347
CC(C)C(N(=O)=O)(N(=O)=O)N(=O)=O,1.346
CN(C)C(=N)C(F)(F)N(=O)=O,1.345
OC1=CC(C2=CC=CC=C2)=C(C2=CC=CC=C12)N(=O)=O,1.346
OC1=C(C(=O)C2=CC=CC=C2)C(C2CC2)=C(C2=CC=CC=C12)N(=O)=O,1.346
O=N(=O)C1=C(C=CC=C1)C1=C(C=NN1C1=CC=CC=C1)C#N,1.346
O=C1CCCCC1(C1=CC=CC=C1)N(=O)=O,1.346
NC1=C(C(\C=C(\N2CCCC2)C2=CC=CC=C2)=NC=N1)N(=O)=O,1.346
O=C(N1CCCCC1)C1=C(C=CC=C1)N(=O)=O,1.347
CC1=CC=C(C=C1)N=NNC1=CC=C(C)C=C1N(=O)=O,1.388
CCC1=NC2=CC=CC=C2C=C1N(=O)=O,1.345
C[C@@]1(O[C@@H]1C1=CC=CC=C1)N(=O)=O,1.368
C[C@H]1C[C@@H](CN(=O)=O)C2=CC=C(F)C=C2N1,1.345
OC1=C(C=C(C=C1C1=CC=CC=C1)N(=O)=O)C1=CC=CC=C1,1.344
O=N(=O)C1=CC=C(NC#N)C=C1,1.343
O=N(=O)C1=CC2=CC=CC=C2NC1(C1=CC=CC=C1)C1=CC=CC=C1,1.343
CC1=C\C(\C=C(C)O1)=N/C1=CC=C(C=C1)N(=O)=O,1.343
CN(C)\C=C\C1=CC=C(C=C1N(=O)=O)C#N,1.305
COC(=O)C1=CC(=C(C=C1N(C)C)C1=CC=C(OC)C=C1)N(=O)=O,1.343
O=N(=O)C1=C(C2=C(C1)C=CC=C2)C1=CC=CC=C1,1.343
CCN(CC)C1=CC(=C(C=C1)N(=O)=O)N(=O)=O,1.344
[H][C@]12C[C@]([H])(C=C1)[C@@]1(CC=C([C@@H](O)C3=CC=C(C=C3)N(=O)=O)C1=O)C2,1.341
CC(C)(N(=O)=O)C(C)(C)N(=O)=O,1.341
CCCCCC(=O)NC\C=N\NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.34
CC1=CC=C(C=C1)\C=C\N(=O)=O,1.34
CC1=CC=C(C=C1)C1=CN(CC2=CC=C(C=C2)N(=O)=O)N=N1,1.339
COC1=CC(=C(NCC2=CC=CC=C2)C=C1)N(=O)=O,1.34
COC(=O)C1=C(NC(=O)C2=CC=CC=C2N(=O)=O)C=CC=C1,1.387
C[C@@H](NC(=O)OC(C)(C)C)C(=O)NC1=CC=CC(=C1)N(=O)=O,1.339
FC1=C(C=CC=C1)N(=O)=O,1.34
O=C1OC(\C=C1CC1=CC=CC=C1)=C/C1=CC=C(C=C1)N(=O)=O,1.338
CCOC(=O)C(\C#N)=C\C=C\C1=C(OC)C=CC(=C1)N(=O)=O,1.338
[H][C@@]12CCC(=O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C(=C(O)C=C3)N(=O)=O,1.339
CCC[C@@]1(CC[C@@H](CC1)OC(=O)NC1=CC=C(C=C1)N(=O)=O)OC,1.37
[H][C@@]12C[C@@]([H])([C@@H](CC1)OC(=O)C1=C(C=CC=C1)N(=O)=O)C2(C)C,1.378
CC1=NN(C(C1)C1=C(O)C=CC=C1)C(=O)C1=CC=C(C=C1)N(=O)=O,1.337
O=C(C1=CC=CC=C1)C(=C\C1=CC=CC=C1)\C1=C(N=CC=C1)N(=O)=O,1.372
C[C@H](NC(=O)[C@H]1CCC[C@H]1CN(=O)=O)C(=O)OCC1=CC=CC=C1,1.371
CCOC(=O)C(NC)(C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,1.335
CN(C)C1=CC=C(OC2=CC=C(C=C2)N(=O)=O)C=C1,1.334
CC1(C)CC(C2=CC=C(C=C2)N(=O)=O)=C(C(=O)O1)C1=CC=CC=C1,1.358
CN(C)\C=C\C1=C(C2=CC=CN=C2C=C1)N(=O)=O,1.362
CC(C)C1=CC=C(C=C1)\C=N\N=C\C1=CC=C(C=C1)N(=O)=O,1.377
O[C@H]1CCCC[C@@H]1NC1=CC=C(C=C1)N(=O)=O,1.339
CN\C(NC)=C(/C=C1\C(=O)CC(C)(C)CC1=O)N(=O)=O,1.333
[H][C@]12C[C@]([H])(C=C1)[C@@]1(CC=C([C@H](O)C3=CC=C(C=C3)N(=O)=O)C1=O)C2,1.332
[H][C@@]12C[C@@](CC3=C1C=CC(=C3)N(=O)=O)(ON2C(C)(C)C)C(=O)OC,1.333
O[C@@H]([C@H](C=C)C1=CC=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1,1.333
[H][C@@]12NC3=C(C[C@]1(C)C1=CC=CC=C1N2C)C(=CC=C3)N(=O)=O,1.333
CCN(CC)C1=C(C2=CC=C(C=C2O1)N(=O)=O)C1=CC=CC=C1,1.364
O=N(=O)C1=C(OCC2=CC=CC=C2)C=CC=N1,1.332
O[C@]12CCC[C@@]1(COC(=O)C1=CC=C(C=C1)N(=O)=O)CC[C@H]2C=C,1.368
CC1(C)C=CN(N=C1C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,1.379
O=N(=O)C1=CC=CC2=C1C=CC=C2,1.331
O=N(=O)C1(CCCC1)C1(CCCC1)N(=O)=O,1.331
CC(C)(C)N1N=C(C2=C1N=CN=C2N)C1=CC=C(C=C1)N(=O)=O,1.331
O=N(=O)C1=CN=CC=C1,1.33
FC1=CC=C(C=C1)N(=O)=O,1.331
CC1(C)CC2=C(N=NN2C2=CC=C(C=C2)N(=O)=O)C(=O)C1,1.331
O=C(N1CCCCC1)C1=CC(=CC=C1)N(=O)=O,1.332
CC1=C(CC1)C1=CC(=CC=C1)N(=O)=O,1.377
CN1C(=O)N(C)C(N)=C(C(CN(=O)=O)C2=CC=CC=C2)C1=O,1.378
CC1(F)CCN(CC2=CC=C(C=C2)N(=O)=O)CC1,1.378
O=N(=O)C1=CC=C(N\N=C(/C2=CC=CC=C2)C2=CC=CC=C2)C=C1,1.33
O=N(=O)C1=CC=C(C=C1)N1CCCC1,1.33
O=N(=O)C1=CC=C(C=C1)C1C2N1CCN=C2C1=CC=CC=C1,1.33
O=N(=O)C1=CC=C(\C=C(\C#N)C2=CC=CC=C2)C=C1,1.33
O=C(COC(=O)C1=C(C=CC=C1)N(=O)=O)C12CC3CC(CC(C3)C1)C2,1.33
CN(C)C1=CC=CC2=C1C(=CC=C2)N(=O)=O,1.33
CC1=NNC(C)=C1N(=O)=O,1.33
CC(=O)\C=C(\C)NC1=CC=CC(=C1)N(=O)=O,1.33
COC1=C(NC(=O)CCC(O)=O)C=C(C=C1)N(=O)=O,1.33
CC1=CC=C(C=C1)C(=C(/N(=O)=O)N(=O)=O)\C1=CC=C(C)C=C1,1.33
O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1,1.328
O=C1C2=CC=CC=C2C2(OC12C1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,1.328
O=N(=O)C1=CC=C(OC2=CC=C(C=C2)C#C)C=C1,1.327
O=N(=O)OCCCCON(=O)=O,1.328
NC(=O)[C@@]1(C=C([C@H]([C@@H]1C1=CC=CC=C1)N(=O)=O)C1=CC=CC=C1)C#N,1.375
COC(=O)C1=CC2=CC(=CC=C2OC1N1CCOCC1)N(=O)=O,1.327
O=N(=O)C1=CC=C(C=C1)\C=C1/CO[C@H](C1)O[C@H]1CCCCO1,1.326
FC1=CC(=CC=C1)N(=O)=O,1.327
[H][C@]1(CCCC[C@@H]1N(=O)=O)[C@]1([H])O[C@@](C)(OC)[C@](C)(OC)OC1=O,1.352
O=N(=O)C1=CC=C(NC23CC4CC(CC(C4)C2)C3)N=C1,1.356
CCC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.324
CC(C)N(CN(C(C)C)N(=O)=O)N(=O)=O,1.351
CC1(C)[C@@]2(C)CC[C@@]1(OC2=O)C(=O)OC[C@H]1CCC[C@H]1CN(=O)=O,1.358
CCOC(=O)[C@@]1(CCCC1=O)[C@@H](CN(=O)=O)C1=CC=CC=C1,1.363
ClC1=CC=C(C=C1)N=N(=O)C1=C(C=C(Cl)C=C1)N(=O)=O,1.294
[H][C@@]12[C@H]([C@H](N(=O)=O)[C@]3(O)CCC[C@]13CCCCC2=O)C1=CC=CC=C1,1.322
COC1=CC=C(C=C1)C(=C\C=C\C1=CC=C(C=C1)N(=O)=O)\C#N,1.323
O=N(=O)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=CC=C1,1.321
CC(=CC1=C(C)NC2=C1C=CC=C2)N(=O)=O,1.321
CN(C)\C=C\C1=CC=C(C=C1)N(=O)=O,1.3
ClC(=O)OCC1=C(C=CC=C1)N(=O)=O,1.32
CCN(CCON(=O)=O)N(=O)=O,1.32
CC(CN(C)N(=O)=O)ON(=O)=O,1.32
CO[C@@H]1C[C@@](C)([C@H](O)[C@@H](C)O1)N(=O)=O,1.32
[H][C@@]1(O[C@](C)(OC)[C@@](C)(OC)OC1=O)[C@H](CN(=O)=O)C1=CC=CC=C1,1.348
[H][C@@]12CC[C@]3([C@@H](O)CCC[C@]3([H])[C@@]1([H])C=CC(=O)C2)N(=O)=O,1.356
COC(=O)C(=C\C1=CC=C(C=C1)N(=O)=O)\C1=CC=CC=C1,1.32
CN(C)CCCN1C2=CC=CC=C2OC2=C(C=C(C=C2)N(=O)=O)C1=O,1.32
CCOC(=O)C1=C(C)N(NC2=CC=C(C=C2)N(=O)=O)C2=C1CCCC2,1.32
CCC(CC)=NNC1=CC=C(C=C1N(=O)=O)N(=O)=O,1.32
OCCOC1=CC=C(C=C1)N(=O)=O,1.321
CN(C1=CC=CC=C1)N(=O)=O,1.319
O=N(=O)C1=CC=C(\C=C\C2=CC=CC=N2)C=C1,1.32
CN(C)C1=C(N)C=C(C=C1)N(=O)=O,1.32
CC1(C)C(C=CC2=CC(=CC=C2O)N(=O)=O)=NC2=C1C=CC=C2,1.32
CO\C(=C/C1=CC=C(C=C1)N(=O)=O)C(=O)C1=CC=CC=C1,1.319
[H][C@@](CC(=O)OC)(ON(=O)=O)C(=O)OC,1.32
O=N(=O)C1=CC=C(\C=N\C2=CC=CC=C2)C=C1,1.318
O=N(=O)O[C@H]1CCCC[C@@H]1ON(=O)=O,1.319
COC1=CC(=C(N)C=C1)N(=O)=O,1.318
CCOC(=O)C(O)C(=C/C1=CC=C(C=C1)N(C)C)\N(=O)=O,1.318
CN1N=CC(=C1\C(=C\C1=CC=CC=C1)C#CC1=CC=CC=C1)N(=O)=O,1.347
CC(C)(C)C(=O)NC1=C2N=CC=CC2=C(C=C1)N(=O)=O,1.347
CN1C(=CC2=C1C=CC=C2)\C=C\C1=CC=C(C=C1)N(=O)=O,1.317
O=N(=O)CC(C1=C(N=C2C=CC=CN12)C1=CC=CC=C1)C1=CC=CC=C1,1.317
CC(C)(C)C1=NN(C(N)=C1)C1=CC=C(C=C1)N(=O)=O,1.358
O=N(=O)C1=CC=C(C=C1)C(\C=N\C1=CC=CC=C1)=C\NC1=CC=CC=C1,1.363
O=N(=O)C1=CC=C(C=C1)[C@H]1NC2=C(C=CC=C2)[C@@H]2OCCC[C@H]12,1.314
O=N(=O)C1=C(C=CC=C1)C1=C2N(CCC3=CC=CC=C23)C=C1C#N,1.314
CCOC(=O)C(\C(C(C#N)C#N)C1=CC=CC(=C1)N(=O)=O)=C(\C)N,1.314
COC1=CC(=C(C=C1)N(=O)=O)N(=O)=O,1.288
O=C1NC(=CC(C1N(=O)=O)C1=CC=CC=C1)C1=CC=CC=C1,1.314
CC1=CC=CC(\C=C\C(=O)C2=CC=C(C=C2)N(=O)=O)=C1,1.313
C[C@]12C[C@H](C=O)[C@H]([C@H](N(=O)=O)[C@@]1(O)CCC2=O)C1=CC=CC=C1,1.336
CC1(C)C2=CC=CC=C2N2CC3=CC(=CC=C3OC12C)N(=O)=O,1.342
CCCCC1=CC2=CC=C(C=C2\C(O1)=N\C1=CC=CC=C1)N(=O)=O,1.342
CN1C2=CC=CC=C2C(\C=C\N(=O)=O)=C1C1=CC=CC=C1,1.312
O=N(=O)C1=C(C=CC=C1)N(=O)=O,1.289
CC1=CC(C)=C(C=C1)N(=O)=O,1.312
CC1=CC=CC(C)=C1NC(=O)C1=CC=C(C=C1)N(=O)=O,1.312
CC[C@]1(CC[C@@H](CC1)OC(=O)NC1=CC=C(C=C1)N(=O)=O)OC,1.342
O=C(N1CCCCC1)C1=CC=C(C=C1)N(=O)=O,1.312
CN(C)C1=C2C(\C=C\N(=O)=O)=CC=CC2=CC=C1,1.353
OCCC1=CC=C(C=C1)N(=O)=O,1.362
O=N(=O)C1=CC=CC=C1\C=C/C1=CC=CC=C1,1.31
COC(=O)C(\C1=CC=CC=C1)=C(/C)C1=CC=C(C=C1)N(=O)=O,1.31
CCOC1=NC(C2=CC=CC=N2)=C(C=C1N(=O)=O)C(=O)OC(C)(C)C,1.31
[H][C@@]12[C@H]([C@H](N(=O)=O)[C@@]3(O)CCC[C@@]13CC(C)(C)CC2=O)C1=CC=CC=C1,1.31
CN1CC2=C(C3=CC=CC=C3C2=C(C1)N(=O)=O)C1=CC=CC=C1,1.31
CCOC(=O)[C@@]1(CCCC1=O)[C@@H](CN(=O)=O)C1=CC=C(C)C=C1,1.348
CN1C2=CC=CC=C2C2(C)CC3=CC(=CC=C3OC12C)N(=O)=O,1.307
CCCCC1=C(OC2=CC=C(C=C12)N(=O)=O)C1=CC=CC=C1,1.307
[H][C@@]12CCC[C@H](C3=CC=CC=C3)[C@@]1(O2)N(=O)=O,1.308
O=N(=O)C1=CC=CC=C1\C=C\C1=NC=CC=C1,1.308
[H][C@]12CC[C@H](OC(=O)C3=CC=C(C=C3)N(=O)=O)[C@]1([H])CCCCC2,1.355
[H][C@](O)(C(=O)OCC)[C@@]([H])(ON(=O)=O)C(=O)OCC,1.308
[H][C@@]12[C@@H](CC)[C@H](N(=O)=O)[C@]3(O)CCC[C@]13CCCC2=O,1.306
CC(C)OC(=O)NN(C(=O)OC(C)C)C(=C/C1=CC=CO1)\N(=O)=O,1.307
CN(C)C1=CC=C(\C=C\C=C\C2=CC=C(C=C2)N(=O)=O)C2=C1C=CC=C2,1.351
O=N(=O)C1=CC=C(C=C1)N=C=C(C1=CC=CC=C1)C1=CC=CC=C1,1.306
CN(C)C1=CC(OCCOC2=CC=C(C=C2)N(=O)=O)=CC=C1,1.306
CC(CCON(=O)=O)ON(=O)=O,1.307
O=N(=O)C1=CC=CC(=C1)C1=CC=CC=C1,1.305
O=N(=O)C1=CC=C(C=C1)\N=N\N1CCCCC1,1.305
CN\C(NC1=CC=C(OC)C=C1)=C/N(=O)=O,1.305
CC1=CC=C(C2=C1O[C@H](C2)C(C)(C)O)N(=O)=O,1.328
CN(C)C1=C2C(=CC=CC2=CC=C1)\C=C(/C)N(=O)=O,1.347
CCOC(=O)[C@@]1(C#N)[C@H](CC(C)=O)[C@](C)(CCN1C)N(=O)=O,1.333
C[C@@H]1CCCCO[C@H]1CCCOC(=O)NC1=CC=C(C=C1)N(=O)=O,1.351
CC(C)(CN(=O)=O)ON=O,1.302
CC(N(=O)=O)C(C)(Cl)Cl,1.303
CCN(CC)C1CN=NN1C1=CC=C(C=C1)N(=O)=O,1.302
[H][C@]12NC3=CC=CC=C3C1=CC[C@H]([C@@H]2N(=O)=O)C1=CC=CC=C1,1.302
COC1=C(C=CC=C1N(=O)=O)N(=O)=O,1.275
C[C@@H]1CCO[C@@H](CCCOC(=O)NC2=CC=C(C=C2)N(=O)=O)CC1,1.348
CCC\C=N\NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.3
CC(C)(C1=CC=CC=C1)C(N=NC1=CC=C(C=C1)N(=O)=O)(C#N)C#N,1.3
CC(C)(C)C1=C[C@@](C(=O)[C@](C)(O)[C@@H]1N(=O)=O)(N(=O)=O)C(C)(C)C,1.3
[H][C@@]12C[C@@]([H])([C@H](CC1)OC(=O)C1=CC=CC(=C1)N(=O)=O)C2(C)C,1.339
[H][C@](C)(ON(=O)=O)[C@@]([H])(C)ON(=O)=O,1.298
O=N(=O)C1=CC=CC(=C1)C1=CC=C(C=C1)C1=CC=CC=C1,1.296
OCC1=CC(=CC=C1)N(=O)=O,1.298
CC1(CC(C2=CC=CC=C2)N(=O)=O)C(=O)CCCC1=O,1.32
CN(C)C1=CC=C(C=C1)\C=N\N=C(/C)C1=CC=C(C=C1)N(=O)=O,1.296
CC[C@H]1C=C(C(=O)C[C@@H]1CC#N)C1=CC=CC=C1N(=O)=O,1.331
CC(C)C1=NC=C(N1C)N(=O)=O,1.295
CC(=O)CC\C(=C/C1=CC=CC=C1)N(=O)=O,1.295
COC1=C(OC)C=C(C(=C1)N(=O)=O)N(=O)=O,1.262
COC(=O)CC1=C(C=CC(=C1)N(=O)=O)C(=O)NC(C)(C)C,1.257
O=N(=O)C1=CC=CC=C1C1=CC=C(C=C1)C1=CC=CC=C1,1.293
[H][C@@]12C[C@@]([H])(C1(C)C)[C@]1(C)ON=C(C3=CC=C(C=C3)N(=O)=O)[C@]1([H])C2,1.294
O=N(=O)C1=CC=C(CCNC2=CC=CC=C2)C=C1,1.293
O=N(=O)C1=CC=C(C=CC2=CC=CC=C2)C=C1,1.293
O=N(=O)C(\C1=CC=CC=C1)=C(/N1CCOCC1)C1=CC=CC=C1,1.292
CC1=C(C=C(F)C=C1)N(=O)=O,1.297
