SMILES,Density
[H][C@]12C[C@]([H])(C1(C)C)[C@]1(C)ON=C(C3=CC=C(C=C3)N(=O)=O)[C@@]1([H])C2,1.292
CCC[C@@H]([C@@H](N)C1=CC=CC=C1)C1=NC2=CC=C(C=C2O1)N(=O)=O,1.334
COC(=O)C1=NC2=C(C=CC=C2C(OCC(C)C)=C1)N(=O)=O,1.291
CC1=CC(=CC(C)=C1)N(=O)=O,1.29
CC1=C(C=C2C(=C1N(=O)=O)C(C)(C)CC2(C)C)N(=O)=O,1.29
CC(C)(C)C1=C[C@](O)(C(=O)[C@](C)([C@H]1N(=O)=O)N(=O)=O)C(C)(C)C,1.29
CC(=O)C1=C(C)C(=C(C(=C1C)N(=O)=O)C(C)(C)C)N(=O)=O,1.29
COC(=O)C1=CC=CC=C1N(=O)=O,1.291
[H][C@@]12[C@@H](\C=C/CCOC(=O)C3=CC=C(C=C3)N(=O)=O)[C@]1([H])[C@H]1CC[C@@H]2C1,1.258
CCC1=CC=C(C=C1)N=NNC1=CC=C(C)C=C1N(=O)=O,1.288
COC1=CC=C(C=C1)[C@H](CN(=O)=O)C1=CNC2=CC=CC=C12,1.288
OC1=CC=CC=C1N(=O)=O,1.288
CC(C1=CC=CC=C1)(N(=O)=O)N(=O)=O,1.288
CCCC1=CC=C(CCOC(=O)C2=CC=C(C=C2)N(=O)=O)C=C1,1.321
OCC\C(C1=CC(=CC=C1)N(=O)=O)=C(/CCC#N)C1=CC=CC=C1,1.287
CC1=C[C@@H]2C[C@@H]2C[C@](C)(C1)OC(=O)C1=CC=C(C=C1)N(=O)=O,1.286
CCOC(=O)C1=C(C=CC(=C1)N(=O)=O)N(=O)=O,1.265
CCOC(=O)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.265
C[C@H]1CCC[C@@]2(CCC[C@@H]2COC(=O)C2=CC=C(C=C2)N(=O)=O)O1,1.314
[H][C@@]12CC[C@@H](OC(=O)C3=CC=C(C=C3)N(=O)=O)[C@]1(CC=C)CCCC2,1.332
CC(C)(C)N\C=C(/C=O)N(=O)=O,1.284
O=N(=O)C1=CC(=CC=C1C1=CC=CC=C1)C1=CC=CC=C1,1.283
CC1=C(C)C2=C(CCC(C)(C)O2)C(=C1O)N(=O)=O,1.283
CC(C)(C)OC(=O)[C@@H](CN(=O)=O)C1=CC=C(C=C1)C1=CC=CC=C1,1.307
CCOC(=O)[C@](C)(NC(=O)C1=CC=C(C=C1)N(=O)=O)[C@@H](C)CC,1.283
CC\C(C)=N\NC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.283
CC(C)(CN(=O)=O)ON(=O)=O,1.284
CCOC(=O)C1=C(C(=CC=C1)N(=O)=O)N(=O)=O,1.262
CC1=C(C=CC(=C1)N(=O)=O)N(=O)=O,1.261
CCOC1=CC=C(C=C1)\C=N\N=C(/C)C1=CC=C(C=C1)N(=O)=O,1.283
COC(=O)[C@@H]1[C@@H]([C@H]([C@@H](N1C)C1=CC=CC=C1)N(=O)=O)C1=CC=CC=C1,1.318
FC(F)(C(=O)OCC=C)N(=O)=O,1.281
[H][C@]12CC(=C[C@]1(OC1=C2C=CC=C1)N(=O)=O)C(=O)OC(C)(C)C,1.283
O=N(=O)\C=C\C1=CC=CC=C1,1.28
O=N(=O)[C@H]1C2C=CC=CC2[C@@H](CC2=CC=CC=C2)C2=C1C=CC=C2,1.28
CCC(CC)NC1=C(C=C(C)C(C)=C1N(=O)=O)N(=O)=O,1.28
CC1=C(C)C(=C(C(=C1C)N(=O)=O)C(C)(C)C)N(=O)=O,1.28
CC(C)(C)C1=C[C@](C)(C(=O)[C@@](C)(O)[C@H]1N(=O)=O)N(=O)=O,1.28
OC1=CC=CC(=C1)N(=O)=O,1.262
CCOC(=O)C1=CC(=C(C=C1)N(=O)=O)N(=O)=O,1.258
O=N(=O)C1=CC=C(CC2=CC=CC=C2)C=C1,1.284
CC1=CC(=CC(=C1)N(=O)=O)N(=O)=O,1.257
CN(C)C(=N/C1=CC=C(C=C1)N(=O)=O)\N(C)C,1.32
CC1=C(C=CC=C1F)N(=O)=O,1.278
CC1=CC(F)=CC=C1N(=O)=O,1.276
C\C(N(=O)=O)=C(/C)N(=O)=O,1.275
CC1=CC(C)=C(N1)\C=C(\C(=O)OCC=C)C1=C(C=CC=C1)N(=O)=O,1.274
CC1=CC(C)=C(N1)\C=C(/C(=O)OCC=C)C1=CC=CC=C1N(=O)=O,1.298
[H][C@@]12C[C@H](ON1C(C)(C)N(N(=O)=O)C2(C)C)C#N,1.274
CCC(ON(=O)=O)C(O)=O,1.275
CCOC(=O)[C@@]1(CCCC1=O)[C@@H]([C@@H](C)N(=O)=O)C1=CC=CC=C1,1.311
CN1C2=C(C=CC=C2)C(\C=C(/C)N(=O)=O)=C1C1=CC=CC=C1,1.271
CC(C)(C)C1=NN(C(N)=C1)C1=CC=CC=C1N(=O)=O,1.271
C[C@H]1[C@](C)(CC[C@@]1(C)C#N)OC(=O)C1=CC=C(C=C1)N(=O)=O,1.276
CC\C(C1=CC=C(C=C1)N(C)C)=C(\C#N)C1=CC=C(C=C1)N(=O)=O,1.27
CC1=CC(=C(C=C1)C1=C(C)C(C)=C(O)C(C)=C1)N(=O)=O,1.27
CCCNC1=CC=C(C=C1)N(=O)=O,1.269
CC(C)(N(=O)=O)\C=C\C(C)(C)N(=O)=O,1.269
CN(C)C1=CC(C)=C(C(C)=C1)N(=O)=O,1.268
OC1=CC=C(C=C1)N(=O)=O,1.242
[H][C@]12[C@@H]([C@@H](N(=O)=O)[C@@]3(O)CCC[C@@]13CC(C)(C)CC2=O)C1=CC=CC=C1,1.267
CC(C)C1OC2=C(C=CC(=C2)N(=O)=O)N(C2CCCCC2)C1=O,1.266
O=N(=O)\C=C(/C1=CC=CC=C1)C1=CC=CC=C1,1.265
CC1=CC=C(O1)C(C1=CC=C(C)O1)C1=CC=CC(=C1)N(=O)=O,1.266
CCC(N(=O)=O)N(=O)=O,1.265
CN1C=NC(=C1\N=C(\CC1=CC=CC=C1)N1CCCCC1)N(=O)=O,1.264
[H][C@@]12[C@H]([C@H](N(=O)=O)[C@]3(O)CCC[C@]13CCCC2=O)C1=CC=CC=C1,1.264
CC1=CC(C)=C(C(C)=C1)\C=C\N(=O)=O,1.307
CCOC(=O)[C@H](NC1=CC=C(C=C1)N(=O)=O)[C@H](C)C(C)=C,1.263
CC1=CC=C(F)C(=C1)N(=O)=O,1.261
CC(C)C1=C(C(=O)C(C)(C)C)C2=C(OC1C)C=CC(=C2)N(=O)=O,1.309
O=N(=O)C(=C\C(C1=CC=CC=C1)C1=CC=CC=C1)\C1=CC=CC=C1,1.261
CC1=C2OC(C)(C)CCC2=C(C)C(=C1C)N(=O)=O,1.308
CC1CC(C)(C)C2=CC(=C(C)C(=C2C1(C)C)N(=O)=O)N(=O)=O,1.26
CC1=CC(=CC(C)=C1C)C1=CC=C(C=C1)N(=O)=O,1.26
C\C(=C\NC(=O)C1=CC=C(C=C1)N(=O)=O)C(=O)NC(C)(C)C,1.283
COC1=CC=C(C=C1)[C@H](CN(=O)=O)C1=CC=C(C)C=C1,1.259
O=N(=O)C1=CC=CC=C1OC1=CC=CC=C1,1.26
CCCCC(\C(=C(/C1=CC=CC=C1)C1=CC=CC=C1)N(=O)=O)=N/O,1.302
CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)C1=CC=C(C=C1)N(=O)=O,1.305
C[C@@H]1[C@H](OC(=O)C2=CC=C(C=C2)N(=O)=O)[C@]2(C)CC[C@@]1(C)C2,1.257
CC(C)OC(=O)[C@@]1(CCCC1=O)[C@@H](CN(=O)=O)C1=CC=CC=C1,1.296
CC1(C)CCC[C@@](C)(C=O)[C@@H]1CN(=O)=O,1.256
CC1=C(C=C(Cl)C=C1)N(=O)=O,1.243
CCOC(=O)\C=C\C(C)=C\C(C)=C\C(C)=C\C1=CC=C(C=C1)N(=O)=O,1.291
CC(C)([C@@H](CC(=O)C1=CC=CC=C1)C1=CC=CC=C1)N(=O)=O,1.255
C[C@H](NC(=O)C(C)(C)C)C(=O)NC1=CC=CC(=C1)N(=O)=O,1.253
COC1=CC=CC=C1N(=O)=O,1.253
CC[C@H]([C@H](CN(=O)=O)C1=CC=CC=C1)C1OCCO1,1.254
O=C1CCCC[C@H]1[C@@H](CN(=O)=O)C1=CC=CC=C1,1.28
[H][C@@]12C[C@@]([H])([C@@H](CC1)OC(=O)C1=CC(=CC(=C1)N(=O)=O)N(=O)=O)C2(C)C,1.292
CC[C@H]([C@@H](C)C(=O)C1=CC=CC=C1)N(=O)=O,1.252
COCCOC(=O)C1=C(C=CC=C1)N(=O)=O,1.252
O=N(=O)C1=CCCC[C@@H]1C1=CC=CC=C1,1.252
CC(C)(C)N=CC1=CC=C(C=C1)N(=O)=O,1.25
CC(C)(C)C1=C[C@](O)(C(=O)[C@@](C)([C@H]1N(=O)=O)N(=O)=O)C(C)(C)C,1.25
CC(C)(C)C1=C[C@@](C)(O)C(=O)[C@](C)(CC2=CC=CC=C2)[C@@H]1N(=O)=O,1.25
C\C(C1=CC=CC=C1)=C(/C#N)C1=CC=C(C=C1)N(=O)=O,1.25
O=N(=O)C1(CCCCC1)N(=O)=O,1.246
CN(C)C(=O)OC1=C(C=CC=C1)N(=O)=O,1.246
CC(C)OC(=O)C1=CC=C(C=C1C(=O)OC(C)C)N(=O)=O,1.246
C\C(N(=O)=O)=C/C=C/N1CCCC1,1.242
C\C=C(/C)[C@@H](C)[C@@](C)(COC(=O)C1=CC=C(C=C1)N(=O)=O)C#N,1.242
OCCOC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.24
O=N(=O)C1=CC=C(OC#C)C=C1,1.241
CC1=CC=C(O)C(=C1)N(=O)=O,1.237
[H][C@]12[C@@H](CC[C@@H](C)[C@]1(O)[C@@H](CCC2=O)N(=O)=O)C(C)C,1.24
CC(=O)C1=CC=CC=C1N(=O)=O,1.238
CC1=CC=C(C=C1)C(=C/N(=O)=O)\N1CCCCC1,1.238
C[C@@H]1[C@@](C)(CC[C@]1(CC=C)C#N)OC(=O)C1=CC=C(C=C1)N(=O)=O,1.237
CCN(CC)C1=CC=C(C=C1)\C=N\NC1=CC=C(C=C1)N(=O)=O,1.235
CCCCN(CN(CCCC)N(=O)=O)N(=O)=O,1.261
CC(C)(C)N1CC(CO)(C1)N(=O)=O,1.25
CCN(CC)C1=CC=C(C=C1)N(=O)=O,1.232
CCCOC(=O)C(F)(F)N(=O)=O,1.232
O=N(=O)[C@@H]1[C@@H](CCC[C@@H]1C1=CC=CC=C1)C#CC1=CC=CC=C1,1.231
CC(O)C1=C(C=CC=C1)N(=O)=O,1.231
CC(C)(C)C1=CC(=C(C=C1N(=O)=O)N(=O)=O)C(C)(C)C,1.23
CN(C)C1=C(C)C=C(C=C1C)N(=O)=O,1.229
COC(=O)C1=C(C=CC=C1)C(=O)OCC(C)(C)N(=O)=O,1.223
CCCC(C)=NNC1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.223
[H][C@]12CC(C)(C)CC[C@]1(O)[C@H](CCC2=O)N(=O)=O,1.223
CC(C)OC(=O)C(F)(F)N(=O)=O,1.222
CCCCC(C)=NNC1=CC=C(C=C1N(=O)=O)N(=O)=O,1.221
COC1=CC=C(C=C1)N(=O)=O,1.211
CC1(CN(CC2=CC=CC=C2)CCN(CC2=CC=CC=C2)C1)N(=O)=O,1.262
CCOC(C(N(=O)=O)N(=O)=O)C1=CC=CC=C1,1.216
CCCCNC1=CC=C(C=C1)N(=O)=O,1.215
[H][C@]12[C@@H](CCN1CC[C@@]21CCCC1(C)C)N(=O)=O,1.215
OC1=C(CC=C)C=CC=C1N(=O)=O,1.217
CC(C)(C)C1=NNC(=C1N(=O)=O)C(C)(C)C,1.214
COCOC1=CC=C(C=C1)N(=O)=O,1.214
COC1=C(N)C=CC(=C1)N(=O)=O,1.18
[H][C@@](C)(C(=O)OC)C1=CC(=CC=C1)N(=O)=O,1.212
CCC(C)(N(=O)=O)N(=O)=O,1.21
CCCC1(CCC)C2=CC(=CC=C2C2=C1C=C(C=C2)N(=O)=O)N(C)C,1.257
COC(C(C)=O)C1=CC=CC(=C1)N(=O)=O,1.209
C=COC1=C(C=CC=C1)N(=O)=O,1.209
C=COC1=CC(=CC=C1)N(=O)=O,1.208
CC1(C)CCCC(C)(C)N1O\C(=C\N(=O)=O)C1=CC=C(C=C1)C#N,1.208
COC1=C(N)C=C(C=C1)N(=O)=O,1.175
CON(=O)=O,1.206
CC1=CC(C)=C(C(C)=C1C1=C(C)C=C(C)C(=C1C)N(=O)=O)N(=O)=O,1.206
CC(O)C1=CC(=CC=C1)N(=O)=O,1.203
COCOC1=CC=CC=C1N(=O)=O,1.205
NC1=C(C=CC=C1)N(=O)=O,1.179
CC(C)(C)OC(=O)N[C@@H](C[C@H](O)CN(=O)=O)C(=O)OC(C)(C)C,1.239
COC1=CC(=CC(N)=C1)N(=O)=O,1.172
COC1=C(C=C(C)C=C1)N(=O)=O,1.203
[H][C@@](CC(=O)OCC)(ON(=O)=O)C(=O)OCC,1.203
OCC(NC1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,1.202
CC(C)C1=C(C2=CC=CC=C2C=C1)C1=C(\C=C\N(=O)=O)C=CC=C1,1.201
NC1=C(C#N)C(C2=C(C=CC=C2)N(=O)=O)C2=C(CCCC2=O)O1,1.201
CN1C=C(C(\C=C\C=C\C2=CC=CC=C2)=C1C1=CCCCC1)N(=O)=O,1.198
CC(CC=C)(N(=O)=O)N(=O)=O,1.199
CNC1=CC=C(C=C1)N(=O)=O,1.164
CCCCOC1=C(C=C(CCl)C=C1)N(=O)=O,1.198
CC1=CC=C(C=C1)C(=N)C(ON1C(C)(C)CCCC1(C)C)N(=O)=O,1.193
CCOC(=O)C1=C(C=CC=C1)C(=O)OCC(C)(C)N(=O)=O,1.192
CC(O)CN(=O)=O,1.192
CCOC1=C(C=CC=C1)N(=O)=O,1.193
CC1=C(N)C(=CC=C1)N(=O)=O,1.172
CC1=C(\C=C\C(=O)\C=C\C2=CC=C(C=C2)N(=O)=O)C(C)(C)CCC1,1.191
COC1=C(OC)C=C(C=C1)N(=O)=O,1.163
COC1=CC(OC)=C(C=C1)N(=O)=O,1.162
CCCCOC(=O)C(F)(F)N(=O)=O,1.188
CCC(C)OC(=O)C(F)(F)N(=O)=O,1.183
CC(C)C1=CC=CC(C(C)C)=C1N(=O)=O,1.181
CC(C)COC1=C(C=C(CC#N)C=C1)N(=O)=O,1.18
CN(C)C1=CC=CC=C1N(=O)=O,1.18
CN(C)C1=CC=C(C=C1)N(=O)=O,1.18
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC(=CC(Cl)=C1)N(=O)=O,1.18
CC(C)CN(CC(C)C)C1=C(C=C(C=C1)N(=O)=O)N(=O)=O,1.182
CC1(C)CCCC(C)(C)N1O\C(=C\N(=O)=O)C1=CC=CC=C1,1.179
CC(C)COC(=O)C(F)(F)N(=O)=O,1.179
CCCCCCC(C)=NNC1=CC=C(C=C1N(=O)=O)N(=O)=O,1.178
[H][C@](C)(N)C1=CC=C(C=C1)N(=O)=O,1.178
O=N(=O)C1=CC=C2CCCCC2=C1,1.173
CC1=CC(C)=C(C(C)=C1)N(=O)=O,1.176
O=N(=O)C1=CC(NCC#C)=CC=C1,1.177
O=N(=O)C1=C2CCCCC2=CC=C1,1.172
CC(C)(Cl)N(=O)=O,1.176
CCCCOC(=O)C1=C(C=C(C=C1)N(=O)=O)C(=O)OCCCC,1.175
CCC(CC)(CN(=O)=O)CN(=O)=O,1.172
C=CC1=CC(=CC=C1)N(=O)=O,1.172
CN(CC1=CC=CC=C1)N(=O)=O,1.17
COC1=CC(=CC(OC)=C1)N(=O)=O,1.144
OC1=C(C=C(C=C1)C1CCCCC1)N(=O)=O,1.169
C=CCN(CC=C)C(=O)C1=CC=C(C=C1)N(=O)=O,1.167
CN1COCC(C)(C1)N(=O)=O,1.169
CCNN(=O)=O,1.17
O=N(=O)C1=CC=CC=C1C1CC1,1.168
O=N(=O)C1=CC=C(C=C1)C1CC1,1.168
COC1=CC(=C(OC)C=C1)N(=O)=O,1.141
CCC(CC1=CC=C(O)C=C1)(CC1=CC=C(O)C=C1)N(=O)=O,1.16
OCC1(CCCCC1)N(=O)=O,1.167
CC(C)COC(=O)C1=CC=C(C=C1C(=O)OCC(C)C)N(=O)=O,1.166
O=N(=O)C1=CC(NCC=CC2=CC=CC=C2)=CC=C1,1.165
C=CC1=CC=C(C=C1)N(=O)=O,1.165
CC(C)CC(ON(=O)=O)C(O)=O,1.159
CC1=C(N)C=CC(=C1)N(=O)=O,1.131
CC1=C(C=CC=C1)N(=O)=O,1.157
CCC(=O)CN(=O)=O,1.157
CCOC(=O)CC(CN(=O)=O)C1=CC=CC=C1,1.155
CC(C)(C)OC(=O)N[C@@H](CCCN(=O)=O)C(=O)OC(C)(C)C,1.153
COC1=CC=CC(OC)=C1N(=O)=O,1.126
O=N(=O)N1CCCCC1,1.152
CC(C)(C)OC(=O)C1=CC(=CC=C1)N(=O)=O,1.151
CC1=CC(CC(C)(CO)N(=O)=O)=CC=C1,1.151
CC(=O)CC(CN(=O)=O)C1=CC=CO1,1.152
CCC(C)COC(=O)C1=CC(=CC=C1)N(=O)=O,1.145
CC(C)COC1=C(C=C(CCl)C=C1)N(=O)=O,1.143
CC1=C(C)C(=CC=C1)N(=O)=O,1.143
CC(C)CNN(=O)=O,1.144
COC1=C(OC)C(=CC=C1)N(=O)=O,1.115
NC1=NC(=C(N1)C(=O)C1=CC=CC=C1)C1=CC=C(C=C1)N(=O)=O,1.141
CCCCN(C(=O)OC)N(=O)=O,1.14
CC1=CC=C(C=C1C)N(=O)=O,1.138
CCC1(COCN(C)C1)N(=O)=O,1.139
CC1=CC=C(C=C1)N(=O)=O,1.126
CCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.134
COC[C@@H]1CCCN1\N=C\[C@H](CN(=O)=O)C(C)(C)C,1.135
COC(=O)N(CC(C)C)N(=O)=O,1.135
CC(C)C1=CC(=C(O)C=C1)N(=O)=O,1.135
O=N(=O)NC1CCCCC1,1.136
O=N(=O)CCC1=CC=CC=C1,1.134
CCC(CO)N(=O)=O,1.133
C=CCNC1=CC=CC(=C1)N(=O)=O,1.134
CCCCOC1=C(C=C(CC#N)C=C1)N(=O)=O,1.134
CC(C)(O)CN(=O)=O,1.133
CCOC(OCC)C(O)CN(=O)=O,1.133
CC1=CC=C(O1)C(C1=CC=C(C)O1)C1=C(C=CC=C1)N(=O)=O,1.132
CC(C)(CC1=C(O)C=CC=C1)N(=O)=O,1.125
CN(=O)=O,1.131
O=N(=O)C1=C(N\N=C(/C2=CC=CC=C2)C2=CC=CC=C2)C=CC=C1,1.13
CC(C)(C)CC(C)(CN(=O)=O)N(=O)=O,1.127
CCC1=C(C=CC=C1)N(=O)=O,1.127
CCC(C)C1=CC(=C(O)C=C1)N(=O)=O,1.125
CC1=CC=C(C)C(=C1)N(=O)=O,1.121
C=CN(=O)=O,1.124
CC1=CC=C(C(C)=C1C)N(=O)=O,1.122
CCC1=CC=C(C=C1)N(=O)=O,1.124
CC(C)C1=C(N2CCCCC2)C(C(C)C)=C(C=C1)N(=O)=O,1.122
CCC1=CC(=CC=C1)N(=O)=O,1.123
OC1=C(O)C=C(C=C1)N(=O)=O,1.12
CCCCCCOC(=O)C1=CC=C(C=C1)N(=O)=O,1.12
CCOC1=CC=C(C=C1)N(=O)=O,1.028
CC1=CC=CC(C)=C1N(=O)=O,1.113
CC1CCC(O)(CN(=O)=O)CC1,1.113
O=N(=O)C1=C(C=CC=C1)C1CCCCC1,1.111
CCC(C)(CC1=CC=C(O)C=C1)N(=O)=O,1.105
CCCC1OCC(C)(CO1)N(=O)=O,1.108
CCCC(C)C1=CC(=C(O)C=C1)N(=O)=O,1.111
CC1(CC1)C1=CC=CC=C1N(=O)=O,1.111
CCON(=O)=O,1.109
CC(C)N1COCC(C)(C1)N(=O)=O,1.109
CCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.106
CC(C)COC1=CC=C(C=C1)N(=O)=O,1.106
CCCNN(=O)=O,1.107
CC(C)N(C(C)C)N(=O)=O,1.105
CNC(C)CC1=CC=C(C=C1)N(=O)=O,1.105
CC(C)(C)C(N(=O)=O)C(C)(C)N(=O)=O,1.103
CCC(C1=CC=CC=C1)N(=O)=O,1.108
CCN(C)N(=O)=O,1.104
O=N(=O)C1=CC2=CC(=CC(=C2C(=C1)N(=O)=O)N(=O)=O)N(=O)=O,1.1
CC(C1=CC=CC=C1)N(=O)=O,1.099
CC(C)NN(=O)=O,1.1
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OC(=O)C1=CC(=C(Cl)C=C1)N(=O)=O,1.068
CC(C)C1=CC=C(C=C1)N(=O)=O,1.089
COC(=N)CCC(C)(C)N(=O)=O,1.087
O=N(=O)C12CCCC1CCCC2,1.087
CCCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.082
[H][C@@]12CCCC[C@]1(CCCC2)N(=O)=O,1.083
CCCCCCCCOC(=O)C1=CC=C(C=C1)N(=O)=O,1.083
O=N(=O)C12CCCCC1CCCC2,1.08
CN(C)C1=CC(=CC=C1)N(=O)=O,1.053
CC(C)CC1=CC=C(C=C1)N(=O)=O,1.083
CC1(C)CC2CC1CC2N(=O)=O,1.078
CC(C)(O)C(C)(C)N(=O)=O,1.074
CC1(C)[C@@H]2CC[C@@](C)(C2)[C@@H]1ON(=O)=O,1.071
CC1(C)C2CC(C(C2)N(=O)=O)C1=C,1.07
O=N(=O)C1CCCCC1,1.069
CCCCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.065
CC(C)(C)C1=C(C=CC=C1)N(=O)=O,1.066
CC(C)(C)C1=CC(=CC=C1)N(=O)=O,1.065
CCC(=CC1=CC=CC=C1)N(=O)=O,1.064
CCCCCCN(C(=O)OCC)N(=O)=O,1.064
CCCCCCCCOC(=O)CC1=CC=C(C=C1)N(=O)=O,1.059
CCCCNN(=O)=O,1.058
[H]C(C)(CC)NN(=O)=O,1.057
CC(C)C1=CC(C(C)C)=C(C(=C1)C(C)C)N(=O)=O,1.067
CC1(CCCCC1)N(=O)=O,1.061
CCCCCCCCCOC(=O)C1=CC=C(C=C1)N(=O)=O,1.053
CCCCCCC(C)OC(=O)C1=CC=C(C=C1)N(=O)=O,1.04
CCCCCCCCCCOC(=O)C1=CC(=CC=C1)N(=O)=O,1.042
O\N=C\C1=CC(=CC=C1)N(=O)=O,1.02
CC1(C)[C@H]2CC[C@H](C2)C1=CN(=O)=O,1.03
CC1=CC(C)=C(C(=C1)C(C)(C)C)N(=O)=O,1.035
CC1(C)[C@@H]2CC[C@@](C2)(C1=C)N(=O)=O,1.024
CCCCN(C)N(=O)=O,1.035
CCN(=O)=O,1.03
CC(C)CN(C)N(=O)=O,1.022
COC1=CC=C(CC2=CC=C(C=C2)N(=O)=O)C=C1,1.022
ON(C(=O)C1=CC=C(C=C1)N(=O)=O)C1=CC=CC=C1,1.009
CCCCCCNN(=O)=O,1.004
CCCN(=O)=O,0.996
CCCN(CCC)N(=O)=O,0.996
CCCCCCCCCCCCCCC(CN(=O)=O)N(=O)=O,0.978
CC(C)N(=O)=O,0.984
CC(C)C(C)(C)N(=O)=O,0.986
CCC(C)(C)N(=O)=O,0.98
CCC(C)N(=O)=O,0.972
CCCCN(=O)=O,0.969
CC(C)CN(=O)=O,0.966
CCCCN(CCCC)N(=O)=O,0.963
CC(C)(C)N(=O)=O,0.949
CC(C)(C)CN(=O)=O,0.951
CCCCCCCCCCCCCCC(O)CN(=O)=O,0.936
CC(C)CCC(C)(C)N(=O)=O,0.946
CC(C)(C)CC(C)(C)N(=O)=O,0.94
CC(N(=O)=O)C(C)(C)C,0.936
CCCCCCCCN(=O)=O,0.922
CCCCCCCCCCCCCCCCON(=O)=O,0.91
CCCCCCCCCCCCCCC=CN(=O)=O,0.897
O=N(=O)C1=CC=C(C=NC2=C(N=C3C=CC=CN23)C2=CC=CC=C2)C=C1,0.368
